user_mood,physical_focus,fitness_level,target_avg_hr,duration_minutes,recommended_sequence
Lethargic,Core,Beginner,104,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Stressed,Active Recovery,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Intermediate,134,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Intermediate,135,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Intermediate,136,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Advanced,136,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Intermediate,137,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Flexibility,Advanced,137,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Lower Body,Intermediate,138,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Intermediate,139,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Intermediate,139,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Advanced,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Beginner,141,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Beginner,142,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Beginner,143,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Advanced,145,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Advanced,147,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Advanced,149,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Advanced,150,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Advanced,151,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Lower Body,Advanced,151,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Core,Advanced,152,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Intermediate,152,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Intermediate,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Advanced,153,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Flexibility,Advanced,154,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Flexibility,Advanced,154,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Active Recovery,Advanced,154,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Intermediate,154,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Intermediate,155,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Flexibility,Intermediate,156,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Intermediate,157,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Flexibility,Intermediate,160,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Angry,Active Recovery,Advanced,165,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Advanced,166,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Core,Beginner,102,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Beginner,106,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Beginner,106,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Sore,Core,Intermediate,117,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Focused,Core,Beginner,125,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Focused,Core,Intermediate,136,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Advanced,150,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Happy,Core,Advanced,151,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Angry,Core,Intermediate,154,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Energetic,Core,Advanced,167,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Angry,Core,Advanced,167,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Angry,Core,Advanced,174,50,5m Light Jog (Jog in Place - High Knees - Butt Kicks) | 35m Pilates & Core Stability (Hollow Body Hold - Bicycle Crunches - Leg Raises) | 10m Yoga Cooldown (Cobra Pose - Child's Pose - Spinal Twist)
Lethargic,Upper Body,Beginner,100,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Full Body Cardio,Beginner,102,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Core,Beginner,106,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Upper Body,Intermediate,121,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Full Body Cardio,Intermediate,122,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Full Body Cardio,Intermediate,125,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Core,Advanced,138,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Lethargic,Upper Body,Advanced,139,50,10m Dynamic Stretching (Arm Circles - Leg Swings - Torso Twists) | 30m Light Bodyweight Circuit (Incline Pushups - Bodyweight Squats - Glute Bridges) | 10m Walk (Brisk Pace - Deep Breathing - Posture Check)
Sore,Lower Body,Beginner,108,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Happy,Lower Body,Beginner,118,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Intermediate,155,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Intermediate,159,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Angry,Lower Body,Advanced,167,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Advanced,169,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Lower Body,Advanced,174,50,10m Glute Activation (Clamshells - Monster Walks - Glute Bridges) | 35m Heavy Leg Resistance (Goblet Squats - Romanian Deadlifts - Walking Lunges) | 5m Foam Rolling (IT Band - Quads - Calves)
Energetic,Upper Body,Beginner,143,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Angry,Upper Body,Intermediate,152,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Angry,Upper Body,Advanced,167,50,10m Jump Rope (Basic Bounce - Alternating Feet - Double Unders) | 30m Heavy Bag/Shadow Boxing (Jab-Cross combos - Bob & Weave - Hooks/Uppercuts) | 10m Core & Cooldown (Plank - Russian Twists - Shoulder Stretch)
Sore,Full Body Cardio,Beginner,109,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Beginner,115,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Beginner,125,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Energetic,Full Body Cardio,Beginner,135,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Intermediate,137,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Focused,Full Body Cardio,Advanced,149,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Angry,Full Body Cardio,Advanced,171,50,10m Mobility (Hip Openers - Shoulder Dislocates - Lunge with Twist) | 30m High Intensity Interval Training (Burpees - Mountain Climbers - Jump Squats) | 10m Static Stretching (Hamstring Stretch - Quad Stretch - Chest Opener)
Sore,Upper Body,Beginner,106,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Sore,Upper Body,Intermediate,116,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Beginner,121,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Beginner,122,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Beginner,122,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Sore,Upper Body,Intermediate,125,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Focused,Upper Body,Intermediate,132,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Intermediate,133,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Sore,Upper Body,Advanced,136,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Happy,Upper Body,Advanced,145,50,10m Warmup (Jumping Jacks - High Knees - Arm Swings) | 30m Mixed Functional Fitness (Kettlebell Swings - Box Jumps - Pushups) | 10m Cooldown (Static Stretching - Foam Rolling - Deep Breathing)
Sore,Active Recovery,Beginner,109,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Beginner,110,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Intermediate,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Active Recovery,Beginner,115,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Flexibility,Intermediate,116,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Beginner,117,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Full Body Cardio,Beginner,119,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Active Recovery,Beginner,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Full Body Cardio,Beginner,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Sore,Flexibility,Intermediate,122,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Beginner,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Beginner,123,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Beginner,124,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Flexibility,Beginner,125,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Intermediate,130,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Flexibility,Intermediate,131,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Intermediate,131,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Upper Body,Intermediate,131,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Happy,Active Recovery,Intermediate,131,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Lethargic,Active Recovery,Advanced,135,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Focused,Active Recovery,Intermediate,138,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Flexibility,Intermediate,139,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Full Body Cardio,Intermediate,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Beginner,140,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Active Recovery,Beginner,142,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Energetic,Flexibility,Beginner,143,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Stressed,Upper Body,Advanced,145,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
Anxious,Active Recovery,Advanced,145,50,5m Breathing Warmup (Box Breathing - Cat-Cow - Child's Pose) | 40m Vinyasa Yoga Flow (Downward Dog - Warrior II - Sun Salutations) | 5m Deep Meditation (Body Scan - Mantra Focus - Savasana)
